do y'all hear Laurel or Yanny when you look at this??? https://t.co/D1TDbBeUjq
@hansika31 omg we should start a dating website called https://t.co/UAHmjOddFW and ty hansi will always love our romantic adventures
@shivam_dayama THANKS SHIVAM NEIGHBORS FOR FUCKING LIFE💗
RT @shivam_dayama: Happy Birthday homie! Hope u have a good one @Anshikka
@ritdude Aw thanks rit💗 can't wait for more adventures to come
RT @ritdude: Happy Birthday Ansh ♥️ have a great day 💯 @Anshikka https://t.co/yiyPwK1F9E
@PranavAnilal Thanks so much pranav anilal I'll ly forever 💗
"RT @PranavAnilal: Happy Birthday @Anshikka 🎉🎉
Hope you had a great day!"
"@suga_saravanan Suga. Yes please. Won't you come and put it down on me -Maroon 5

THANK YOU BTW😊"
RT @suga_saravanan: Happy Birthday @Anshikka !! 🎉🎉 https://t.co/uMrc1Nq02y
@shreiya_v Aww thanks SHREIYA and it's true I will be doing gigantic things at uminn if you know what I mean😏😏
@safashaik27 Aww safa Imy and I miss all our srk-related pics😥
RT @safashaik27: Happy birthday srk 😩 miss your funnies hope Minnesota is treating u well 🎉🎊 @Anshikka https://t.co/Jjq8yR2Hfa
@PoojaPal_ D'AWWH THANKS POOJA I HOPE YOU CAN LIVE FINE WITHOUT ME THROUGHOUT SENIOR YEAR
RT @PoojaPal_: @Anshikka happy birthday buddy☺️ I love you and I miss you and I'm praying you find a gf soon so you'll stop texting me bad…
@brohinn Thanks😂 but you're definitely going to hell for this💀
RT @brohinn: Happy birthday Ansh!! miss you😘 https://t.co/s7eVj3d5nK
i might visit Ibiza one day just to take a pill
I hate being Indian at college dining halls bc I have to put Tabasco sauce on EVERYTHING
@callmevishy08 happy burday bro pls continue being the alpha male in our group and hosting sleepovers😍 https://t.co/ihWAkAc8Du
"make some goals once in a while 

#umn21 
#CampusClimateUMN https://t.co/sOYp9G4Lzi"
#LiveFearlessMN https://t.co/AYRsrlYZlo
RT @UMNews: Introducing the #UMN Twin Cities Class of 2021! 〽️ #UMN21 #UMNproud https://t.co/K2NRffijLz
RT @hayleyyjay: If you foul fucks leave a single god damn animal behind so help me https://t.co/19mvhfCBt4
"RT @UMNews: Driven by our land-grant history, #UMN education, research &amp; outreach changes lives across our state &amp; our world. #UMNproud htt…"
"you would not believe your ears, if 10 million lightning deers, came up to you and kicked your ass"
RT @MVHSBusiness: Can't wait to see all you Mustangs tomorrow in class! Don't forget to charge that Chromebook! #gogomustangs #1718 #newcla…
"disney likes to make a bunch of movies about transportation (e.g. Cars, Planes) 

next thing ya know they make a movie called ""Pedestrians"""
